time,pos_meas1,pos_meas2,vel_meas1,vel_meas2,tau_con1,tau_con2
2.280000000000001747e-01,5.864581167055807898e-01,-1.356897032324118513e+00,2.695931413418189759e+00,-7.134621122471609844e+00,0.000000000000000000e+00,-1.442523360252380371e+00
2.300000000000001765e-01,5.918216015482451464e-01,-1.371132939092694070e+00,2.667503381458022460e+00,-7.101235180742231812e+00,0.000000000000000000e+00,-1.443699121475219727e+00
2.320000000000001783e-01,5.971279735917469633e-01,-1.385301865539697141e+00,2.638820086505145657e+00,-7.067644107311584989e+00,0.000000000000000000e+00,-1.444859623908996582e+00
2.340000000000001801e-01,6.023767301240352534e-01,-1.399403419071868937e+00,2.609889272177769115e+00,-7.033865412342463763e+00,0.000000000000000000e+00,-1.446004152297973633e+00
2.360000000000001819e-01,6.075673834961831110e-01,-1.413437241148600032e+00,2.580718261366266031e+00,-6.999915644913953905e+00,0.000000000000000000e+00,-1.447132468223571777e+00
2.380000000000001836e-01,6.126994603173342435e-01,-1.427403005434104699e+00,2.551313992513585038e+00,-6.965810467116551941e+00,0.000000000000000000e+00,-1.448244452476501465e+00
2.400000000000001854e-01,6.177725007090683063e-01,-1.441300416069484891e+00,2.521683042791562634e+00,-6.931564699914215311e+00,0.000000000000000000e+00,-1.449339866638183594e+00
2.420000000000001872e-01,6.227860575976407187e-01,-1.455129206018171750e+00,2.491831642820745429e+00,-6.897192350700438901e+00,0.000000000000000000e+00,-1.450418472290039062e+00
2.440000000000001890e-01,6.277396960392966907e-01,-1.468889135474323426e+00,2.461765695009396904e+00,-6.862706648669603560e+00,0.000000000000000000e+00,-1.451480150222778320e+00
2.460000000000001907e-01,6.326329925856388758e-01,-1.482579990349308874e+00,2.431490795253295367e+00,-6.828120087505330282e+00,0.000000000000000000e+00,-1.452524662017822266e+00
2.480000000000001925e-01,6.374655346840726322e-01,-1.496201580825547328e+00,2.401012246337214329e+00,-6.793444450091003617e+00,0.000000000000000000e+00,-1.453552246093750000e+00
2.500000000000001665e-01,6.422369201237015934e-01,-1.509753740000302269e+00,2.370335089922656735e+00,-6.758690873646900243e+00,0.000000000000000000e+00,-1.454562544822692871e+00
2.520000000000001683e-01,6.469467565101165718e-01,-1.523236322583632285e+00,2.339464103561293751e+00,-6.723869838939326549e+00,0.000000000000000000e+00,-1.455555796623229980e+00
2.540000000000001701e-01,6.515946607719593775e-01,-1.536649203656749618e+00,2.308403835336780396e+00,-6.688991241272034927e+00,0.000000000000000000e+00,-1.456531882286071777e+00
2.560000000000001719e-01,6.561802587057478098e-01,-1.549992277505058080e+00,2.277158607579680361e+00,-6.654064394340595712e+00,0.000000000000000000e+00,-1.457490682601928711e+00
2.580000000000001736e-01,6.607031845392176139e-01,-1.563265456482969329e+00,2.245732531633629847e+00,-6.619098058094676773e+00,0.000000000000000000e+00,-1.458432674407958984e+00
2.600000000000001754e-01,6.651630805419141979e-01,-1.576468669973170256e+00,2.214129540284310416e+00,-6.584100505237388212e+00,0.000000000000000000e+00,-1.459357500076293945e+00
2.620000000000001772e-01,6.695595966559150236e-01,-1.589601863381533864e+00,2.182353375597334111e+00,-6.549079490600407283e+00,0.000000000000000000e+00,-1.460265517234802246e+00
2.640000000000001790e-01,6.738923901496225444e-01,-1.602664997174055861e+00,2.150407624006009932e+00,-6.514042323551596958e+00,0.000000000000000000e+00,-1.461156606674194336e+00
2.660000000000001807e-01,6.781611253046292420e-01,-1.615658045977856450e+00,2.118295714408568564e+00,-6.478995859843513117e+00,0.000000000000000000e+00,-1.462031126022338867e+00
2.680000000000001825e-01,6.823654731272797980e-01,-1.628580997728126922e+00,2.086020944681826972e+00,-6.443946555568538237e+00,0.000000000000000000e+00,-1.462889194488525391e+00
2.700000000000001843e-01,6.865051110911016830e-01,-1.641433852874759403e+00,2.053586486102413122e+00,-6.408900472998425357e+00,0.000000000000000000e+00,-1.463730692863464355e+00
2.720000000000001861e-01,6.905797228879853034e-01,-1.654216623600430758e+00,2.020995387676074451e+00,-6.373863286201165046e+00,0.000000000000000000e+00,-1.464555978775024414e+00
2.740000000000001878e-01,6.945889982086632664e-01,-1.666929333095187316e+00,1.988250601046096078e+00,-6.338840331827008789e+00,0.000000000000000000e+00,-1.465365290641784668e+00
2.760000000000001896e-01,6.985326325547872583e-01,-1.679572014892936282e+00,1.955354987237273967e+00,-6.303836620321031425e+00,0.000000000000000000e+00,-1.466158628463745117e+00
2.780000000000001914e-01,7.024103270608494931e-01,-1.692144712222409808e+00,1.922311319767070925e+00,-6.268856839200703135e+00,0.000000000000000000e+00,-1.466936349868774414e+00
2.800000000000001932e-01,7.062217883391678219e-01,-1.704647477401718403e+00,1.889122304549858855e+00,-6.233905393293058594e+00,0.000000000000000000e+00,-1.467698335647583008e+00
