Swingup Success,Swingup Time [s],Energy [J],Torque Cost[N²m²],Torque Smoothness [Nm],Velocity Cost [m²/s²],RealAI Score
1.0,1.392000000000001,12.618525880148868,2.6170228599578595,0.015638273231547428,165.8938174626949,0.4997654164284767
